Districts,weight,humidity,temperature,quality,month
Chengalpattu,956.1859535,26.77077088,66.12515472,0,April
Chennai,1013.806338,31.32270375,71.58180713,0,May
Coimbatore,1025.914519,27.55436663,68.984158,0,June
Cuddalore,992.9102667,44.89618763,66.73312347,1,July
Dharmapuri,1039.784845,34.64418465,70.89184999,1,August
Erode,1038.221554,37.93337138,66.74977365,0,September
Kallakurichi,998.2225256,36.91599061,67.63007628,0,October
Kanniyakumari,988.182096,38.50737971,67.39739621,1,November
Kancheepuram,1021.445767,29.9555463,69.25568775,1,December
Mayiladuthurai,1020.735176,35.53706469,69.92872794,1,January
Karur,1005.428558,32.12849517,70.444856,1,February
Krishnagiri,1022.353299,41.6393302,73.73681082,1,March
Madurai,1042.156331,39.87101656,72.97502996,0,April
Nagapattinam,1000.271683,27.96630276,68.16817824,1,May
Namakkal,988.486125,38.96057039,67.32802239,1,June
Nilgiris (Udhagamandalam/Ooty),954.8276368,34.82009926,71.68526378,0,July
Perambalur,1008.219155,39.0360591,66.88335468,1,August
Pudukkottai,968.7364552,41.40022439,70.65975435,1,September
Ramanathapuram,1011.227803,44.16545945,67.53041019,1,October
Ranipet,964.8291188,33.7068973,71.78207082,1,November
Salem,1014.9604,41.92079517,67.70723949,1,December
Sivaganga,1036.524947,26.60869507,73.9869853,1,January
Tenkasi,976.3206071,26.09942156,67.46662546,1,February
Thanjavur,976.2653759,36.96863623,65.14989085,1,March
Theni,958.4061284,32.38683625,73.99935203,0,April
Thoothukudi (Tuticorin),953.978306,39.17492014,72.69492153,1,May
Tiruchirappalli (Trichy),953.8686636,30.41510578,67.96486133,1,June
Tirunelveli,996.4922482,38.07415883,70.3140684,1,July
Tirupathur,1035.544909,31.43762827,67.38338979,1,August
Tiruppur,1016.242334,37.47827931,73.02239463,0,September
Tiruvallur,965.324259,32.31635569,74.47112591,1,October
Tiruvannamalai,965.3654704,31.83304581,70.38043125,1,November
Tiruvarur,959.9590083,43.24747703,69.55752565,1,December
Vellore,973.417621,33.70216107,67.47711788,1,January
Viluppuram,1047.672443,27.02374604,73.63202419,0,February
Virudhunagar,1048.619792,40.56620431,68.65338752,1,March
Ariyalur,975.6653765,29.39006361,65.48632381,1,April
Chengalpattu,1036.807571,31.43684746,65.404529,1,May
Chennai,976.766937,33.06732036,68.00669331,0,June
Coimbatore,969.9051342,35.65536948,73.02386339,0,July
Cuddalore,987.1892172,32.69108042,69.44883653,1,August
Dharmapuri,1028.570298,42.6281274,73.96801105,1,September
Dindigul,951.8590569,39.20991295,70.29909117,1,October
Erode,1030.501439,31.86693426,70.29914731,0,November
Kanniyakumari,1048.043956,40.06130774,71.54652612,1,December
Kancheepuram,986.9160589,32.84855857,66.29321049,1,January
Mayiladuthurai,991.9643972,32.53583451,69.99868362,1,February
Karur,997.378891,40.01228844,74.21624283,1,March
Krishnagiri,1002.051756,33.34182285,70.70535951,1,April
Madurai,1009.90196,25.40629629,65.78326021,0,May
Nagapattinam,961.9318343,37.10552314,71.91928513,1,June
Namakkal,1009.154433,44.92277352,74.65299899,1,July
Nilgiris (Udhagamandalam/Ooty),1009.792726,26.28214257,74.4450313,1,August
Perambalur,1047.802148,42.96608001,74.36112765,1,September
Pudukkottai,1038.777827,37.5985588,65.90751012,1,October
Ramanathapuram,1037.025969,38.39426836,65.43536095,1,November
Ranipet,956.7764194,31.8029426,68.61354481,0,December
Salem,1038.435577,35.19481905,70.3825308,1,January
Sivaganga,958.6670495,42.61310029,74.86882455,1,February
Tenkasi,1022.348602,28.69494427,68.3021085,1,March
Thanjavur,1019.098895,40.92066781,68.01467335,0,April
Theni,973.0652901,39.64143921,69.33502323,1,May
Thoothukudi (Tuticorin),952.3674939,36.12341638,66.8522228,1,June
Tiruchirappalli (Trichy),959.4912458,27.34257264,72.16197095,1,July
Tirunelveli,1002.361954,38.07850159,65.77966936,1,August
Tirupathur,971.4235279,29.22847354,70.92453582,1,September
Tiruppur,981.9064255,37.79965363,70.30942472,0,October
Tiruvallur,1000.803117,30.67509363,65.22065079,1,November
Tiruvannamalai,966.1504281,37.95817329,72.44339261,1,December
Tiruvarur,985.9137803,37.1598577,69.35183159,1,January
Vellore,1023.964451,31.74651136,73.65338298,0,February
